id_transaksi,tanggal_pencairan,provinsi,jenis_pinjaman,status_peminjam,jumlah_pinjaman,total_pengembalian,durasi_hari,porsi_pengembalian_lender,sektor_usaha,pendidikan,jenis_jaminan,status_gagal_bayar
5203,2023-05-10,Jawa Timur,Multiguna,Peminjam_Berulang,18960000.0,19937000.0,90.0,2568000.0,Jasa,S1,SK_Pegawai,1
5204,2024-06-10,Jawa Tengah,,Peminjam_Berulang,2999000.0,3045000.0,,608000.0,Perdagangan,S2,BPKB,0
5205,2023-07-23,Jawa Barat,Modal_Usaha,Peminjam_Berulang,627000.0,627000.0,7.0,188000.0,Manufaktur,D3,SK_Pegawai,0
5206,2023-09-03,Jawa Timur,,Peminjam_Berulang,2401000.0,2570000.0,,514000.0,Perdagangan,D3,Sertifikat,1
5207,2023-09-16,Jawa Barat,Modal_Usaha,Peminjam_Berulang,1018000.0,1028000.0,7.0,,Digital,D3,SK_Pegawai,0
5208,2023-07-16,Jawa Barat,Modal_Usaha,Peminjam_Berulang,4520000.0,,7.0,1375000.0,Jasa,D3,BPKB,0
5209,2023-10-20,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,966000.0,966000.0,7.0,,Manufaktur,D3,BPKB,0
5210,2023-09-21,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1002000.0,1002000.0,7.0,,Manufaktur,D3,BPKB,0
5211,2023-12-14,Jawa Barat,Konsumtif,Peminjam_Berulang,181913000.0,231603000.0,365.0,7720000.0,Jasa,S1,BPKB,1
5212,2023-10-21,Jawa Timur,Modal_Usaha,Peminjam_Berulang,765000.0,785000.0,7.0,235000.0,Digital,D3,SK_Pegawai,0
5213,2023-07-27,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,687000.0,695000.0,7.0,208000.0,Kuliner,SMA,Sertifikat,0
5214,2023-09-23,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,179000.0,186000.0,7.0,55000.0,Manufaktur,SMA,Sertifikat,0
5215,2023-09-19,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,1079000.0,1092000.0,7.0,327000.0,Manufaktur,S1,BPKB,0
5216,2023-10-24,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,2698000.0,2780000.0,7.0,834000.0,Jasa,SMA,SK_Pegawai,0
5217,2023-07-18,Jawa Barat,Modal_Usaha,Peminjam_Berulang,11294000.0,11294000.0,7.0,3388000.0,Digital,SMA,Sertifikat,0
5218,2023-10-15,Jawa Barat,Modal_Usaha,Peminjam_Berulang,168000.0,168000.0,7.0,0.0,Manufaktur,D3,Sertifikat,0
5219,2023-10-11,Jawa Timur,Modal_Usaha,Peminjam_Berulang,235000.0,235000.0,7.0,70000.0,Manufaktur,SMA,SK_Pegawai,0
5220,2023-11-23,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,749000.0,759000.0,7.0,1000.0,Manufaktur,SMA,SK_Pegawai,0
5221,2025-09-06,Jawa Timur,Mikro_UKM,Peminjam_Berulang,969000.0,1003000.0,7.0,200000.0,Digital,D3,Tanpa_Jaminan,0
5222,2023-07-23,Jawa Timur,Modal_Usaha,Peminjam_Berulang,2826000.0,,7.0,868000.0,Kuliner,S1,SK_Pegawai,0
5223,2023-09-15,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,474000.0,491000.0,7.0,,Jasa,S1,Tanpa_Jaminan,0
5224,2023-11-16,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,611000.0,613000.0,7.0,184000.0,Jasa,SMA,BPKB,0
5225,2023-10-11,Jawa Barat,Modal_Usaha,Peminjam_Berulang,419000.0,,7.0,0.0,Manufaktur,SMA,SK_Pegawai,0
5226,2023-07-30,Jawa Barat,Modal_Usaha,Peminjam_Berulang,1028000.0,1034000.0,7.0,310000.0,Manufaktur,SMA,SK_Pegawai,0
5227,2023-07-28,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,344000.0,349000.0,,104000.0,Jasa,SMA,Sertifikat,0
5228,2023-08-22,Jawa Barat,Modal_Usaha,Peminjam_Berulang,883000.0,909000.0,7.0,14000.0,Kuliner,SMA,Tanpa_Jaminan,0
5229,2025-09-05,Jawa Barat,Mikro_UKM,Peminjam_Berulang,557000.0,576000.0,7.0,115000.0,Kuliner,S1,SK_Pegawai,0
5230,2025-07-22,DKI Jakarta,Mikro_UKM,Peminjam_Berulang,611000.0,633000.0,7.0,126000.0,Jasa,D3,Tanpa_Jaminan,0
5231,2023-10-28,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1086000.0,1119000.0,7.0,335000.0,Kuliner,SMA,BPKB,0
5232,2023-08-17,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,880000.0,,7.0,264000.0,Pertanian,S1,SK_Pegawai,0
5233,2025-11-13,Jawa Timur,Mikro_UKM,Peminjam_Berulang,601000.0,622000.0,7.0,44000.0,Perdagangan,SMA,BPKB,0
5234,2023-09-08,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,256000.0,258000.0,7.0,68000.0,Perdagangan,D3,Tanpa_Jaminan,0
5235,2023-10-20,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1038000.0,1038000.0,7.0,212000.0,Kuliner,D3,SK_Pegawai,0
5236,2023-10-27,Jawa Barat,Modal_Usaha,Peminjam_Berulang,248000.0,248000.0,7.0,74000.0,Digital,S2,SK_Pegawai,0
5237,2023-09-30,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,322000.0,327000.0,7.0,98000.0,Jasa,S1,BPKB,0
5238,2023-11-24,Jawa Timur,Modal_Usaha,Peminjam_Berulang,3199000.0,3297000.0,7.0,989000.0,Manufaktur,S1,Sertifikat,0
5239,2023-07-13,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,626000.0,630000.0,7.0,315000.0,Digital,SMA,BPKB,0
5240,2023-09-04,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,197000.0,197000.0,7.0,59000.0,Digital,S1,Sertifikat,0
5241,2023-08-16,Jawa Timur,Modal_Usaha,Peminjam_Baru,25000.0,26000.0,7.0,7000.0,Perdagangan,S1,BPKB,0
5242,2023-10-11,Jawa Timur,Modal_Usaha,Peminjam_Berulang,313000.0,324000.0,7.0,,Kuliner,D3,BPKB,0
5243,2023-08-13,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,994000.0,,7.0,299000.0,Jasa,S1,Tanpa_Jaminan,0
5244,2023-07-20,Jawa Timur,Modal_Usaha,Peminjam_Berulang,359000.0,366000.0,7.0,110000.0,Kuliner,S1,BPKB,0
5245,2023-10-11,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,335000.0,335000.0,7.0,100000.0,Digital,S1,Tanpa_Jaminan,0
5246,2023-07-22,Jawa Barat,Modal_Usaha,Peminjam_Berulang,2057000.0,2057000.0,7.0,617000.0,Manufaktur,S1,BPKB,0
5247,2023-08-22,Jawa Barat,Modal_Usaha,Peminjam_Berulang,1289000.0,1289000.0,7.0,0.0,Manufaktur,SMA,SK_Pegawai,0
5248,2023-08-08,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,639000.0,639000.0,7.0,191000.0,Jasa,SMA,SK_Pegawai,0
5249,2023-09-14,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,2339000.0,2339000.0,7.0,0.0,Perdagangan,D3,SK_Pegawai,0
5250,2023-09-02,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1426000.0,1448000.0,7.0,434000.0,Kuliner,S1,Tanpa_Jaminan,0
5251,2023-09-16,Jawa Barat,Modal_Usaha,Peminjam_Berulang,308000.0,319000.0,-1.0,0.0,Perdagangan,SMA,BPKB,0
5252,2023-08-12,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,772000.0,772000.0,7.0,,Digital,D3,BPKB,0
5253,2023-11-25,Jawa Timur,,Peminjam_Berulang,3004000.0,3064000.0,7.0,265000.0,Kuliner,SMA,Sertifikat,0
5254,2025-08-17,Jawa Timur,Mikro_UKM,Peminjam_Berulang,667000.0,695000.0,7.0,139000.0,Pertanian,S1,BPKB,0
5255,2023-07-20,Jawa Barat,Modal_Usaha,Peminjam_Berulang,105000.0,105000.0,7.0,31000.0,Jasa,SMA,BPKB,0
5256,2023-07-18,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,773000.0,797000.0,7.0,239000.0,Kuliner,S2,SK_Pegawai,0
5257,2023-08-22,Jawa Timur,Modal_Usaha,Peminjam_Berulang,883000.0,910000.0,7.0,273000.0,Manufaktur,S1,SK_Pegawai,0
5258,2023-11-23,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,602000.0,605000.0,7.0,0.0,Kuliner,S1,Sertifikat,0
5259,2023-07-30,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,1019000.0,1026000.0,7.0,,Digital,S1,Tanpa_Jaminan,0
5260,2023-11-11,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1713000.0,1713000.0,7.0,513000.0,Perdagangan,S1,BPKB,0
5261,2023-10-03,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,213000.0,227000.0,7.0,68000.0,Manufaktur,D3,Tanpa_Jaminan,0
5262,2023-11-04,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,709000.0,731000.0,7.0,219000.0,Pertanian,D3,Sertifikat,0
5263,2023-08-13,Jawa Barat,Modal_Usaha,Peminjam_Berulang,509000.0,513000.0,7.0,154000.0,Jasa,S1,Tanpa_Jaminan,0
5264,2023-09-15,Jawa Barat,Modal_Usaha,Peminjam_Berulang,528000.0,528000.0,7.0,158000.0,Manufaktur,SMA,SK_Pegawai,0
5265,2023-10-19,Jawa Timur,Modal_Usaha,Peminjam_Berulang,40000.0,40000.0,7.0,,Perdagangan,S1,Tanpa_Jaminan,0
5266,2023-11-28,Jawa Timur,Modal_Usaha,Peminjam_Berulang,2364000.0,2393000.0,7.0,718000.0,Kuliner,S1,BPKB,0
5267,2023-09-16,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,400000.0,426000.0,,128000.0,Manufaktur,SMA,SK_Pegawai,0
5268,2025-07-19,DKI Jakarta,Mikro_UKM,Peminjam_Berulang,585000.0,605000.0,-1.0,121000.0,Manufaktur,S1,Sertifikat,0
5269,2023-10-08,Jawa Timur,Modal_Usaha,Peminjam_Berulang,433000.0,443000.0,7.0,,Kuliner,D3,Tanpa_Jaminan,0
5270,2023-07-14,Jawa Barat,Modal_Usaha,Peminjam_Berulang,2142000.0,2142000.0,7.0,,Kuliner,D3,Tanpa_Jaminan,0
5271,2023-07-16,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,8930000.0,9181000.0,7.0,2754000.0,Perdagangan,SMA,Sertifikat,0
5272,2023-11-05,Jawa Timur,Modal_Usaha,Peminjam_Berulang,350000.0,352000.0,7.0,105000.0,Perdagangan,S1,Sertifikat,0
5273,2023-08-05,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,171000.0,171000.0,7.0,51000.0,Jasa,S1,BPKB,0
5274,2023-10-22,Jawa Timur,Modal_Usaha,Peminjam_Berulang,486000.0,486000.0,7.0,0.0,Jasa,S1,BPKB,0
5275,2023-07-30,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,818000.0,823000.0,7.0,247000.0,Pertanian,D3,BPKB,0
5276,2025-10-10,Jawa Tengah,Mikro_UKM,Peminjam_Berulang,4904000.0,5075000.0,,1015000.0,Pertanian,SMA,BPKB,0
5277,2023-07-16,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,598000.0,606000.0,7.0,181000.0,Kuliner,D3,Tanpa_Jaminan,0
5278,2024-07-15,Jawa Tengah,Multiguna,Peminjam_Berulang,4895000.0,5482000.0,60.0,365000.0,Perdagangan,S1,BPKB,0
5279,2023-09-22,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1662000.0,1672000.0,7.0,,Manufaktur,SMA,BPKB,0
5280,2023-08-27,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,3764000.0,3764000.0,7.0,79000.0,Manufaktur,SMA,BPKB,0
5281,2023-08-03,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,506000.0,,-1.0,155000.0,Pertanian,D3,BPKB,0
5282,2023-07-20,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,51000.0,52000.0,,15000.0,Pertanian,S1,SK_Pegawai,0
5283,2024-01-14,DKI Jakarta,Investasi,Peminjam_Berulang,1022000.0,1084000.0,14.0,144000.0,Jasa,S1,Sertifikat,0
5284,2023-10-20,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,778000.0,799000.0,7.0,,Perdagangan,D3,Tanpa_Jaminan,0
5285,2023-07-21,Jawa Barat,Modal_Usaha,Peminjam_Berulang,540000.0,542000.0,7.0,162000.0,Kuliner,D3,SK_Pegawai,0
5286,2023-09-21,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1539000.0,1539000.0,7.0,106000.0,Jasa,SMA,BPKB,0
5287,2023-07-29,Jawa Barat,Modal_Usaha,Peminjam_Berulang,1257000.0,1257000.0,-1.0,,Kuliner,D3,Sertifikat,0
5288,2023-09-23,Jawa Timur,Modal_Usaha,Peminjam_Berulang,528000.0,528000.0,7.0,0.0,Digital,S1,BPKB,0
5289,2023-08-01,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,987000.0,999000.0,7.0,300000.0,Jasa,SMA,BPKB,0
5290,2023-09-05,Jawa Barat,Modal_Usaha,Peminjam_Berulang,465000.0,469000.0,7.0,140000.0,Manufaktur,S1,SK_Pegawai,0
5291,2023-11-01,Jawa Barat,Modal_Usaha,Peminjam_Berulang,192000.0,197000.0,7.0,30000.0,Perdagangan,SMA,SK_Pegawai,0
5292,2023-09-07,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,514000.0,,7.0,0.0,Digital,SMA,Sertifikat,0
5293,2023-07-18,Jawa Timur,Modal_Usaha,Peminjam_Berulang,343000.0,353000.0,7.0,106000.0,Jasa,S1,BPKB,0
5294,2023-10-07,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,816000.0,824000.0,7.0,0.0,Manufaktur,SMA,SK_Pegawai,0
5295,2023-10-27,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,725000.0,747000.0,7.0,224000.0,Manufaktur,SMA,BPKB,0
5296,2023-09-10,Jawa Barat,Modal_Usaha,Peminjam_Berulang,2436000.0,2436000.0,7.0,0.0,Digital,SMA,Sertifikat,0
5297,2023-07-20,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,3968000.0,4016000.0,7.0,1205000.0,Pertanian,S1,SK_Pegawai,0
5298,2023-10-10,Jawa Barat,Modal_Usaha,Peminjam_Berulang,553000.0,553000.0,7.0,0.0,Jasa,SMA,BPKB,0
5299,2025-09-12,Jawa Tengah,Mikro_UKM,Peminjam_Berulang,1543000.0,1598000.0,7.0,319000.0,Digital,D3,BPKB,0
5300,2023-02-11,Jawa Tengah,Investasi,Peminjam_Berulang,1661000.0,1817000.0,14.0,,Kuliner,D3,BPKB,1
5301,2023-07-30,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,697000.0,697000.0,7.0,,Kuliner,SMA,Tanpa_Jaminan,0
5302,2023-07-16,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1736000.0,1746000.0,7.0,523000.0,Perdagangan,SMA,BPKB,0
5303,2023-07-22,Jawa Timur,Modal_Usaha,Peminjam_Berulang,335000.0,335000.0,7.0,100000.0,Manufaktur,D3,Tanpa_Jaminan,0
5304,2023-08-15,Jawa Timur,Modal_Usaha,Peminjam_Berulang,4201000.0,,7.0,1298000.0,Manufaktur,SMA,BPKB,0
5305,2023-09-21,Jawa Barat,Modal_Usaha,Peminjam_Berulang,2065000.0,2122000.0,7.0,636000.0,Digital,S1,Sertifikat,0
5306,2023-09-24,Jawa Barat,Modal_Usaha,Peminjam_Berulang,980000.0,1010000.0,7.0,310000.0,Manufaktur,SMA,BPKB,0
5307,2025-09-24,Jawa Timur,Mikro_UKM,Peminjam_Berulang,588000.0,608000.0,7.0,121000.0,Pertanian,SMA,BPKB,0
5308,2023-08-15,Jawa Timur,Modal_Usaha,Peminjam_Berulang,11997000.0,15911000.0,7.0,4773000.0,Digital,SMA,Tanpa_Jaminan,1
5309,2023-07-18,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,639000.0,639000.0,7.0,191000.0,Manufaktur,SMA,Sertifikat,0
5310,2023-10-24,Jawa Barat,Investasi,Peminjam_Berulang,1698000.0,,14.0,239000.0,Manufaktur,SMA,SK_Pegawai,0
5311,2023-11-12,Jawa Barat,Modal_Usaha,Peminjam_Berulang,1459000.0,1459000.0,7.0,,Perdagangan,S1,Tanpa_Jaminan,0
5312,2023-08-04,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,797000.0,822000.0,7.0,246000.0,Kuliner,D3,BPKB,0
5313,2023-11-01,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,3853000.0,3951000.0,7.0,1185000.0,Digital,SMA,Tanpa_Jaminan,0
5314,2023-09-06,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,704000.0,713000.0,7.0,0.0,Perdagangan,SMA,Sertifikat,0
5315,2023-09-07,Jawa Timur,Modal_Usaha,Peminjam_Berulang,124000.0,124000.0,7.0,37000.0,Pertanian,S2,BPKB,0
5316,2024-11-08,Jawa Tengah,Mikro_UKM,Peminjam_Berulang,4633000.0,4726000.0,7.0,886000.0,Kuliner,SMA,BPKB,0
5317,2023-10-04,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,255000.0,258000.0,7.0,77000.0,Jasa,S1,Sertifikat,0
5318,2023-08-13,Jawa Barat,Modal_Usaha,Peminjam_Berulang,549000.0,564000.0,,169000.0,Jasa,D3,SK_Pegawai,0
5319,2023-11-28,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,744000.0,744000.0,7.0,223000.0,Manufaktur,D3,BPKB,0
5320,2023-07-13,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,395000.0,410000.0,7.0,205000.0,Manufaktur,D3,BPKB,0
5321,2023-09-02,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,376000.0,,7.0,114000.0,Digital,SMA,SK_Pegawai,0
5322,2023-10-10,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,278000.0,278000.0,7.0,0.0,Digital,S1,SK_Pegawai,0
5323,2023-08-23,Jawa Timur,Modal_Usaha,Peminjam_Berulang,13498000.0,,7.0,394000.0,Jasa,D3,Sertifikat,0
5324,2023-11-05,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,6181000.0,6181000.0,7.0,305000.0,Perdagangan,D3,Tanpa_Jaminan,0
5325,2023-10-03,Jawa Timur,Modal_Usaha,Peminjam_Berulang,921000.0,941000.0,7.0,282000.0,Digital,SMA,SK_Pegawai,0
5326,2023-09-03,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1574000.0,1584000.0,7.0,12000.0,Manufaktur,SMA,BPKB,0
5327,2023-07-13,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,147000.0,147000.0,7.0,44000.0,Perdagangan,S1,Tanpa_Jaminan,0
5328,2023-09-26,Jawa Timur,Modal_Usaha,Peminjam_Berulang,184000.0,291000.0,7.0,1000.0,Pertanian,D3,Sertifikat,1
5329,2023-10-08,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,816000.0,816000.0,7.0,244000.0,Jasa,S1,SK_Pegawai,0
5330,2023-09-26,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,108000.0,144000.0,7.0,43000.0,Pertanian,SMA,SK_Pegawai,1
5331,2023-09-06,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,156000.0,158000.0,7.0,47000.0,Perdagangan,D3,Sertifikat,0
5332,2023-07-30,Jawa Tengah,Modal_Usaha,Peminjam_Baru,1872000.0,1883000.0,7.0,565000.0,Perdagangan,SMA,Tanpa_Jaminan,0
5333,2023-10-22,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,737000.0,739000.0,7.0,0.0,Kuliner,D3,Tanpa_Jaminan,0
5334,2023-09-20,Jawa Timur,Modal_Usaha,Peminjam_Berulang,181000.0,194000.0,7.0,58000.0,Digital,S1,Sertifikat,0
5335,2023-08-13,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1182000.0,1218000.0,-1.0,365000.0,Jasa,S1,Sertifikat,0
5336,2023-11-22,Jawa Barat,Modal_Usaha,Peminjam_Berulang,84000.0,87000.0,7.0,26000.0,Pertanian,SMA,SK_Pegawai,0
5337,2023-08-04,Jawa Barat,Modal_Usaha,Peminjam_Berulang,254000.0,262000.0,7.0,78000.0,Perdagangan,SMA,BPKB,0
5338,2023-11-02,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,192000.0,205000.0,7.0,57000.0,Digital,S1,Sertifikat,0
5339,2023-10-19,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,174000.0,179000.0,7.0,53000.0,Kuliner,D3,Tanpa_Jaminan,0
5340,2023-10-04,Jawa Barat,Modal_Usaha,Peminjam_Berulang,174000.0,174000.0,7.0,0.0,Kuliner,SMA,BPKB,0
5341,2023-11-28,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,179000.0,181000.0,7.0,54000.0,Perdagangan,SMA,Sertifikat,0
5342,2023-07-14,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1784000.0,1784000.0,7.0,535000.0,Jasa,S1,Tanpa_Jaminan,0
5343,2023-11-01,Jawa Barat,,Peminjam_Berulang,12089000.0,12271000.0,29.0,1430000.0,Digital,SMA,Sertifikat,0
5344,2023-11-10,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,15000.0,15000.0,7.0,4000.0,Jasa,SMA,Sertifikat,0
5345,2023-07-14,Jawa Barat,Modal_Usaha,Peminjam_Berulang,703000.0,703000.0,7.0,211000.0,Perdagangan,SMA,SK_Pegawai,0
5346,2023-07-19,Jawa Timur,Modal_Usaha,Peminjam_Berulang,685000.0,692000.0,7.0,,Jasa,S1,Tanpa_Jaminan,0
5347,2023-09-30,Jawa Barat,Modal_Usaha,Peminjam_Berulang,311000.0,473000.0,7.0,57000.0,Kuliner,SMA,BPKB,1
5348,2023-09-03,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,870000.0,886000.0,7.0,102000.0,Digital,SMA,BPKB,0
5349,2023-08-20,Jawa Barat,Modal_Usaha,Peminjam_Berulang,11965000.0,12033000.0,7.0,0.0,Perdagangan,SMA,Sertifikat,0
5350,2023-11-24,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,42000.0,42000.0,7.0,12000.0,Digital,SMA,Sertifikat,0
5351,2023-09-09,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,1860000.0,2631000.0,7.0,789000.0,Digital,S1,SK_Pegawai,1
5352,2023-08-12,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,297000.0,303000.0,7.0,23000.0,Jasa,D3,SK_Pegawai,0
5353,2023-08-08,Jawa Barat,Modal_Usaha,Peminjam_Berulang,132000.0,132000.0,7.0,39000.0,Manufaktur,SMA,Tanpa_Jaminan,0
5354,2023-10-27,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,518000.0,,7.0,,Pertanian,SMA,SK_Pegawai,0
5355,2023-04-06,DKI Jakarta,Investasi,Peminjam_Berulang,3766000.0,4100000.0,14.0,536000.0,Manufaktur,S1,BPKB,1
5356,2023-07-29,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,2891000.0,2917000.0,7.0,875000.0,Digital,S1,Tanpa_Jaminan,0
5357,2023-08-06,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,318000.0,,7.0,,Manufaktur,S1,Tanpa_Jaminan,0
5358,2023-08-04,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,415000.0,415000.0,7.0,124000.0,Digital,S1,SK_Pegawai,0
5359,2023-10-22,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1124000.0,1159000.0,7.0,347000.0,Pertanian,S1,BPKB,0
5360,2023-09-06,Jawa Barat,Modal_Usaha,Peminjam_Berulang,159000.0,160000.0,7.0,0.0,Perdagangan,D3,SK_Pegawai,0
5361,2023-08-01,Jawa Barat,Modal_Usaha,Peminjam_Berulang,1709000.0,,7.0,515000.0,Pertanian,D3,Sertifikat,0
5362,2023-11-15,Jawa Timur,Modal_Usaha,Peminjam_Berulang,78000.0,85000.0,7.0,,Perdagangan,SMA,SK_Pegawai,0
5363,2025-08-22,DKI Jakarta,Mikro_UKM,Peminjam_Berulang,783000.0,810000.0,7.0,162000.0,Jasa,D3,BPKB,0
5364,2023-09-23,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1452000.0,1470000.0,,40000.0,Manufaktur,S1,Sertifikat,0
5365,2025-10-05,Jawa Timur,Mikro_UKM,Peminjam_Berulang,770000.0,797000.0,7.0,159000.0,Manufaktur,SMA,SK_Pegawai,0
5366,2023-11-11,Jawa Barat,Modal_Usaha,Peminjam_Berulang,172000.0,172000.0,7.0,51000.0,Perdagangan,S1,SK_Pegawai,0
5367,2023-09-17,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,357000.0,365000.0,7.0,0.0,Digital,S2,SK_Pegawai,0
5368,2023-08-02,Jawa Timur,Modal_Usaha,Peminjam_Berulang,893000.0,1268000.0,7.0,380000.0,Pertanian,SMA,Sertifikat,1
5369,2023-07-27,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,42000.0,42000.0,7.0,12000.0,Pertanian,SMA,Sertifikat,0
5370,2023-10-12,Jawa Timur,Modal_Usaha,Peminjam_Berulang,855000.0,861000.0,7.0,6000.0,Manufaktur,SMA,Tanpa_Jaminan,0
5371,2023-07-25,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,362000.0,367000.0,7.0,110000.0,Pertanian,SMA,Tanpa_Jaminan,0
5372,2023-07-14,Jawa Timur,Modal_Usaha,Peminjam_Berulang,126000.0,127000.0,7.0,38000.0,Digital,SMA,BPKB,0
5373,2023-10-01,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,880000.0,885000.0,7.0,0.0,Manufaktur,S1,BPKB,0
5374,2023-10-11,Jawa Barat,Modal_Usaha,Peminjam_Berulang,143000.0,172000.0,7.0,0.0,Kuliner,SMA,Tanpa_Jaminan,0
5375,2023-11-19,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,269000.0,269000.0,7.0,0.0,Pertanian,S1,Sertifikat,0
5376,2023-10-05,Jawa Barat,Modal_Usaha,Peminjam_Berulang,524000.0,524000.0,7.0,157000.0,Jasa,SMA,Sertifikat,0
5377,2023-07-27,Jawa Timur,Modal_Usaha,Peminjam_Berulang,593000.0,600000.0,7.0,,Pertanian,D3,BPKB,0
5378,2023-07-14,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,393000.0,393000.0,7.0,117000.0,Perdagangan,S1,Sertifikat,0
5379,2023-10-21,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,1069000.0,1088000.0,7.0,326000.0,Jasa,S2,BPKB,0
5380,2023-09-30,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,1001000.0,1001000.0,7.0,300000.0,Perdagangan,D3,Tanpa_Jaminan,0
5381,2023-07-25,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,2874000.0,2874000.0,7.0,862000.0,Jasa,SMA,Tanpa_Jaminan,0
5382,2023-07-28,Jawa Barat,Modal_Usaha,Peminjam_Berulang,970000.0,970000.0,7.0,,Pertanian,D3,Tanpa_Jaminan,0
5383,2023-08-15,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1970000.0,1997000.0,7.0,316000.0,Jasa,S1,Sertifikat,0
5384,2023-10-04,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1362000.0,,7.0,274000.0,Perdagangan,D3,Tanpa_Jaminan,0
